,Estimator,graph,rep,n,p,ratio,Bias
432,SumIPS-Linear,sw,86,256,0.5,2,0.00952949096262083
433,OLS,sw,86,256,0.5,2,-0.5028550647314055
434,Graph-Agnostic,sw,86,256,0.5,2,0.02290017116813472
435,diff_means_frac,sw,87,256,0.5,2,-0.7968267350870709
436,diff_means,sw,87,256,0.5,2,-0.9346852542423855
437,SumIPS-Linear,sw,87,256,0.5,2,-0.13141109627508762
438,OLS,sw,87,256,0.5,2,-0.26014834426876277
439,Graph-Agnostic,sw,87,256,0.5,2,0.0336324441828067
440,diff_means_frac,sw,88,256,0.5,2,-0.637209295504448
441,diff_means,sw,88,256,0.5,2,-0.8843073005975827
442,SumIPS-Linear,sw,88,256,0.5,2,-0.827531998015874
443,OLS,sw,88,256,0.5,2,-0.43926996051986095
444,Graph-Agnostic,sw,88,256,0.5,2,-0.0456059850239391
445,diff_means_frac,sw,89,256,0.5,2,-0.6314247078242227
446,diff_means,sw,89,256,0.5,2,-0.8160239253223878
447,SumIPS-Linear,sw,89,256,0.5,2,0.21270615925058795
448,OLS,sw,89,256,0.5,2,-0.1982621986806285
449,Graph-Agnostic,sw,89,256,0.5,2,0.04901282098454315
450,diff_means_frac,sw,90,256,0.5,2,-0.8292797790838465
451,diff_means,sw,90,256,0.5,2,-0.8174372512959454
452,SumIPS-Linear,sw,90,256,0.5,2,0.26706885168847144
453,OLS,sw,90,256,0.5,2,-0.29884000517552434
454,Graph-Agnostic,sw,90,256,0.5,2,0.02346451133513198
455,diff_means_frac,sw,91,256,0.5,2,-1.0776065306681888
456,diff_means,sw,91,256,0.5,2,-0.8679010308138112
457,SumIPS-Linear,sw,91,256,0.5,2,-1.704370287890221
458,OLS,sw,91,256,0.5,2,0.08583417401476785
459,Graph-Agnostic,sw,91,256,0.5,2,-0.09626363861640974
460,diff_means_frac,sw,92,256,0.5,2,-0.8305720991023267
461,diff_means,sw,92,256,0.5,2,-0.8453730059181647
462,SumIPS-Linear,sw,92,256,0.5,2,-1.4192386429325679
463,OLS,sw,92,256,0.5,2,-0.1772821972514261
464,Graph-Agnostic,sw,92,256,0.5,2,-0.12618276003354278
465,diff_means_frac,sw,93,256,0.5,2,-0.897993745467292
466,diff_means,sw,93,256,0.5,2,-0.975463047599829
467,SumIPS-Linear,sw,93,256,0.5,2,-0.570175952477398
468,OLS,sw,93,256,0.5,2,-0.5435269368619615
469,Graph-Agnostic,sw,93,256,0.5,2,0.018895996002610608
470,diff_means_frac,sw,94,256,0.5,2,-0.8025129158781309
471,diff_means,sw,94,256,0.5,2,-0.778714170336897
472,SumIPS-Linear,sw,94,256,0.5,2,1.2726622663324147
473,OLS,sw,94,256,0.5,2,-0.08160665366611355
474,Graph-Agnostic,sw,94,256,0.5,2,0.017515328874239313
475,diff_means_frac,sw,95,256,0.5,2,-0.6020725756389226
476,diff_means,sw,95,256,0.5,2,-0.9178706607630346
477,SumIPS-Linear,sw,95,256,0.5,2,-2.802725294087171
478,OLS,sw,95,256,0.5,2,-0.23944586871994225
479,Graph-Agnostic,sw,95,256,0.5,2,-0.11459103291982185
480,diff_means_frac,sw,96,256,0.5,2,-0.7383927173496466
481,diff_means,sw,96,256,0.5,2,-0.7366864899643454
482,SumIPS-Linear,sw,96,256,0.5,2,-1.7176793116278954
483,OLS,sw,96,256,0.5,2,-0.17796882992127
484,Graph-Agnostic,sw,96,256,0.5,2,-0.11681654336814462
485,diff_means_frac,sw,97,256,0.5,2,-0.7437385386571094
486,diff_means,sw,97,256,0.5,2,-0.804436610207808
487,SumIPS-Linear,sw,97,256,0.5,2,-0.8553588349753751
488,OLS,sw,97,256,0.5,2,-0.20488174521562363
489,Graph-Agnostic,sw,97,256,0.5,2,-0.030958540317990026
490,diff_means_frac,sw,98,256,0.5,2,-0.819966596589165
491,diff_means,sw,98,256,0.5,2,-0.7935398914884719
492,SumIPS-Linear,sw,98,256,0.5,2,1.3244427507393202
493,OLS,sw,98,256,0.5,2,-0.32484246471424805
494,Graph-Agnostic,sw,98,256,0.5,2,0.059578364794910355
495,diff_means_frac,sw,99,256,0.5,2,-0.8204732010095996
496,diff_means,sw,99,256,0.5,2,-0.9118828586531346
497,SumIPS-Linear,sw,99,256,0.5,2,0.8539121777356096
498,OLS,sw,99,256,0.5,2,-0.34284310035078175
499,Graph-Agnostic,sw,99,256,0.5,2,0.08949388435329597
500,diff_means_frac,sw,100,256,0.5,2,-1.0579484138045963
501,diff_means,sw,100,256,0.5,2,-0.8206370763536059
502,SumIPS-Linear,sw,100,256,0.5,2,-0.3205899983383345
503,OLS,sw,100,256,0.5,2,-0.2505231371544446
504,Graph-Agnostic,sw,100,256,0.5,2,-0.007924851762106881
505,diff_means_frac,sw,101,256,0.5,2,-0.781539592092266
506,diff_means,sw,101,256,0.5,2,-0.8758307890758291
507,SumIPS-Linear,sw,101,256,0.5,2,-0.10876941412175944
508,OLS,sw,101,256,0.5,2,-0.23194199097663615
509,Graph-Agnostic,sw,101,256,0.5,2,-0.04934735881000766
510,diff_means_frac,sw,102,256,0.5,2,-0.8876189377030397
511,diff_means,sw,102,256,0.5,2,-0.8247076382201529
512,SumIPS-Linear,sw,102,256,0.5,2,-1.2651167728304658
513,OLS,sw,102,256,0.5,2,-0.5259599931455285
514,Graph-Agnostic,sw,102,256,0.5,2,-0.04656283458462919
515,diff_means_frac,sw,103,256,0.5,2,-0.628915148966998
516,diff_means,sw,103,256,0.5,2,-0.807037218822298
517,SumIPS-Linear,sw,103,256,0.5,2,-1.5978939512846024
518,OLS,sw,103,256,0.5,2,-0.31438035968482636
519,Graph-Agnostic,sw,103,256,0.5,2,-0.05844108647354283
520,diff_means_frac,sw,104,256,0.5,2,-0.7290207915493578
521,diff_means,sw,104,256,0.5,2,-0.8846912518815544
522,SumIPS-Linear,sw,104,256,0.5,2,-0.5186692727683193
523,OLS,sw,104,256,0.5,2,-0.3364848434345942
524,Graph-Agnostic,sw,104,256,0.5,2,-0.008974431948656441
525,diff_means_frac,sw,105,256,0.5,2,-0.8097927724804046
526,diff_means,sw,105,256,0.5,2,-0.8137294744667698
527,SumIPS-Linear,sw,105,256,0.5,2,-0.89113616406821
528,OLS,sw,105,256,0.5,2,-0.43824681129053084
529,Graph-Agnostic,sw,105,256,0.5,2,-0.04140270443229267
530,diff_means_frac,sw,106,256,0.5,2,-0.8088349225076371
531,diff_means,sw,106,256,0.5,2,-0.824920083319265
532,SumIPS-Linear,sw,106,256,0.5,2,0.5707605285041069
533,OLS,sw,106,256,0.5,2,-0.2634321906034588
534,Graph-Agnostic,sw,106,256,0.5,2,0.03734410424968111
535,diff_means_frac,sw,107,256,0.5,2,-0.6492303430308911
536,diff_means,sw,107,256,0.5,2,-0.8656420071668409
537,SumIPS-Linear,sw,107,256,0.5,2,-0.3881370164548948
538,OLS,sw,107,256,0.5,2,-0.4169299620995165
539,Graph-Agnostic,sw,107,256,0.5,2,-0.03274887677485088
540,diff_means_frac,sw,108,256,0.5,2,-0.6893508886186804
541,diff_means,sw,108,256,0.5,2,-0.8827491692249676
542,SumIPS-Linear,sw,108,256,0.5,2,2.5937952220770955
543,OLS,sw,108,256,0.5,2,-0.26494079569284795
544,Graph-Agnostic,sw,108,256,0.5,2,0.06433866218452551
545,diff_means_frac,sw,109,256,0.5,2,-0.5779177855744003
546,diff_means,sw,109,256,0.5,2,-0.8803334901665697
547,SumIPS-Linear,sw,109,256,0.5,2,-0.6297257894251582
548,OLS,sw,109,256,0.5,2,-0.287188539241237
549,Graph-Agnostic,sw,109,256,0.5,2,-0.04505903427925553
550,diff_means_frac,sw,110,256,0.5,2,-0.7905783805714661
551,diff_means,sw,110,256,0.5,2,-0.8883356226071358
552,SumIPS-Linear,sw,110,256,0.5,2,0.022929539882741715
553,OLS,sw,110,256,0.5,2,-0.1765947062996133
554,Graph-Agnostic,sw,110,256,0.5,2,-0.052630465384745174
555,diff_means_frac,sw,111,256,0.5,2,-0.7699884826769691
556,diff_means,sw,111,256,0.5,2,-0.7675689938791022
557,SumIPS-Linear,sw,111,256,0.5,2,-0.8397548965402817
558,OLS,sw,111,256,0.5,2,-0.43084729776214054
559,Graph-Agnostic,sw,111,256,0.5,2,-0.0545798790954379
560,diff_means_frac,sw,112,256,0.5,2,-0.8263126631672464
561,diff_means,sw,112,256,0.5,2,-0.9211275043154282
562,SumIPS-Linear,sw,112,256,0.5,2,-1.411680002286688
563,OLS,sw,112,256,0.5,2,-0.35060260720044645
564,Graph-Agnostic,sw,112,256,0.5,2,-0.10179892701380656
565,diff_means_frac,sw,113,256,0.5,2,-0.8398710042401392
566,diff_means,sw,113,256,0.5,2,-0.9389998817467552
567,SumIPS-Linear,sw,113,256,0.5,2,0.891602965510627
568,OLS,sw,113,256,0.5,2,-0.5961968708172389
569,Graph-Agnostic,sw,113,256,0.5,2,0.07080141435680228
570,diff_means_frac,sw,114,256,0.5,2,-0.6711583118246399
571,diff_means,sw,114,256,0.5,2,-0.8963111681762437
572,SumIPS-Linear,sw,114,256,0.5,2,-2.387315472133738
573,OLS,sw,114,256,0.5,2,-0.4504307812306246
574,Graph-Agnostic,sw,114,256,0.5,2,-0.11747091236551087
575,diff_means_frac,sw,115,256,0.5,2,-0.7324515531876539
576,diff_means,sw,115,256,0.5,2,-0.8800339457089142
577,SumIPS-Linear,sw,115,256,0.5,2,2.031361738136527
578,OLS,sw,115,256,0.5,2,-0.4166397766838299
579,Graph-Agnostic,sw,115,256,0.5,2,0.12545801007678248
580,diff_means_frac,sw,116,256,0.5,2,-0.8213306197795784
581,diff_means,sw,116,256,0.5,2,-0.7895459844507194
582,SumIPS-Linear,sw,116,256,0.5,2,-0.6133639281713956
583,OLS,sw,116,256,0.5,2,-0.45933146552094123
584,Graph-Agnostic,sw,116,256,0.5,2,-0.02552970855344104
585,diff_means_frac,sw,117,256,0.5,2,-0.6127497995506135
586,diff_means,sw,117,256,0.5,2,-0.8353965867311403
587,SumIPS-Linear,sw,117,256,0.5,2,-1.3234139921767423
588,OLS,sw,117,256,0.5,2,-0.29192790924042816
589,Graph-Agnostic,sw,117,256,0.5,2,-0.033006302493731765
590,diff_means_frac,sw,118,256,0.5,2,-0.7213560951278291
591,diff_means,sw,118,256,0.5,2,-0.7900807523122555
592,SumIPS-Linear,sw,118,256,0.5,2,-1.5238126374443302
593,OLS,sw,118,256,0.5,2,-0.32808493017883417
594,Graph-Agnostic,sw,118,256,0.5,2,-0.10465302515960778
595,diff_means_frac,sw,119,256,0.5,2,-0.5301003670106843
596,diff_means,sw,119,256,0.5,2,-0.8235894158542426
597,SumIPS-Linear,sw,119,256,0.5,2,1.891977429688861
598,OLS,sw,119,256,0.5,2,-0.4672528674243532
599,Graph-Agnostic,sw,119,256,0.5,2,0.09126411519342068
600,diff_means_frac,sw,120,256,0.5,2,-0.7626461186757024
601,diff_means,sw,120,256,0.5,2,-0.7357558086873421
602,SumIPS-Linear,sw,120,256,0.5,2,-0.8616106359736223
603,OLS,sw,120,256,0.5,2,-0.37769067074520063
604,Graph-Agnostic,sw,120,256,0.5,2,-0.04342431181966899
605,diff_means_frac,sw,121,256,0.5,2,-0.5572951625100694
606,diff_means,sw,121,256,0.5,2,-0.7930840590179365
607,SumIPS-Linear,sw,121,256,0.5,2,0.23846678061846077
608,OLS,sw,121,256,0.5,2,-0.1434212576818639
609,Graph-Agnostic,sw,121,256,0.5,2,0.036574814376109085
610,diff_means_frac,sw,122,256,0.5,2,-0.7757507890749983
611,diff_means,sw,122,256,0.5,2,-0.7958936895033998
612,SumIPS-Linear,sw,122,256,0.5,2,0.9229630399088173
613,OLS,sw,122,256,0.5,2,-0.356008272363994
614,Graph-Agnostic,sw,122,256,0.5,2,0.08483905422851248
615,diff_means_frac,sw,123,256,0.5,2,-0.8927502645876924
616,diff_means,sw,123,256,0.5,2,-0.8877880772747041
617,SumIPS-Linear,sw,123,256,0.5,2,-1.1853037644691455
618,OLS,sw,123,256,0.5,2,-0.11745464973125953
619,Graph-Agnostic,sw,123,256,0.5,2,-0.041867153708019085
620,diff_means_frac,sw,124,256,0.5,2,-0.5866458039068546
621,diff_means,sw,124,256,0.5,2,-0.8260169688159884
622,SumIPS-Linear,sw,124,256,0.5,2,-1.0927405996481006
623,OLS,sw,124,256,0.5,2,-0.20192089712787556
624,Graph-Agnostic,sw,124,256,0.5,2,-0.04473753726305696
625,diff_means_frac,sw,125,256,0.5,2,-0.7368831290695815
626,diff_means,sw,125,256,0.5,2,-0.7800424453299292
627,SumIPS-Linear,sw,125,256,0.5,2,1.4599181144503948
628,OLS,sw,125,256,0.5,2,-0.21512892756445304
629,Graph-Agnostic,sw,125,256,0.5,2,0.05352320369733321
630,diff_means_frac,sw,126,256,0.5,2,-0.7285082501721456
631,diff_means,sw,126,256,0.5,2,-0.9506231022291455
632,SumIPS-Linear,sw,126,256,0.5,2,-0.003680542561250314
633,OLS,sw,126,256,0.5,2,-0.49110444058605046
634,Graph-Agnostic,sw,126,256,0.5,2,0.06796748983413994
635,diff_means_frac,sw,127,256,0.5,2,-0.6837546065833198
636,diff_means,sw,127,256,0.5,2,-0.8328700269465918
637,SumIPS-Linear,sw,127,256,0.5,2,0.4193288618919497
638,OLS,sw,127,256,0.5,2,-0.34513614549477584
639,Graph-Agnostic,sw,127,256,0.5,2,0.013988316241681118
640,diff_means_frac,sw,128,256,0.5,2,-0.6312588139150839
641,diff_means,sw,128,256,0.5,2,-0.8087547746565598
642,SumIPS-Linear,sw,128,256,0.5,2,0.3498490802714832
643,OLS,sw,128,256,0.5,2,-0.058113815108389054
644,Graph-Agnostic,sw,128,256,0.5,2,0.006673965759427754
645,diff_means_frac,sw,129,256,0.5,2,-0.6725360262071938
646,diff_means,sw,129,256,0.5,2,-0.8626217203834422
647,SumIPS-Linear,sw,129,256,0.5,2,1.369883256595238
648,OLS,sw,129,256,0.5,2,0.08016200314293631
649,Graph-Agnostic,sw,129,256,0.5,2,0.06264386156348291
650,diff_means_frac,sw,130,256,0.5,2,-0.7260296920489209
651,diff_means,sw,130,256,0.5,2,-0.74959084744988
652,SumIPS-Linear,sw,130,256,0.5,2,1.8463265753396276
653,OLS,sw,130,256,0.5,2,-0.32225645738394515
654,Graph-Agnostic,sw,130,256,0.5,2,0.12432122050517203
655,diff_means_frac,sw,131,256,0.5,2,-0.43268493232425775
656,diff_means,sw,131,256,0.5,2,-0.9675352674213838
657,SumIPS-Linear,sw,131,256,0.5,2,2.3563670288832275
658,OLS,sw,131,256,0.5,2,-0.24422188262307545
659,Graph-Agnostic,sw,131,256,0.5,2,0.1675998771833813
660,diff_means_frac,sw,132,256,0.5,2,-0.7846320146879862
661,diff_means,sw,132,256,0.5,2,-0.9781227781581042
662,SumIPS-Linear,sw,132,256,0.5,2,-0.9124821598407336
663,OLS,sw,132,256,0.5,2,-0.43030993808467694
664,Graph-Agnostic,sw,132,256,0.5,2,-0.0049678703256271365
665,diff_means_frac,sw,133,256,0.5,2,-0.9479191775710364
666,diff_means,sw,133,256,0.5,2,-0.8568182142451973
667,SumIPS-Linear,sw,133,256,0.5,2,-0.8876203902740901
668,OLS,sw,133,256,0.5,2,-0.48721680358979524
669,Graph-Agnostic,sw,133,256,0.5,2,-0.032042348796284974
670,diff_means_frac,sw,134,256,0.5,2,-0.7058249751080288
671,diff_means,sw,134,256,0.5,2,-0.9248003938998233
672,SumIPS-Linear,sw,134,256,0.5,2,-0.16581774423478626
673,OLS,sw,134,256,0.5,2,-0.33403712070679087
674,Graph-Agnostic,sw,134,256,0.5,2,0.039389372578434556
675,diff_means_frac,sw,135,256,0.5,2,-0.9675438474540132
676,diff_means,sw,135,256,0.5,2,-0.8944376298705962
677,SumIPS-Linear,sw,135,256,0.5,2,-1.5101972719434598
678,OLS,sw,135,256,0.5,2,-0.029330645276228386
679,Graph-Agnostic,sw,135,256,0.5,2,-0.035697772629439226
680,diff_means_frac,sw,136,256,0.5,2,-0.8484915355533758
681,diff_means,sw,136,256,0.5,2,-0.7873993263540399
682,SumIPS-Linear,sw,136,256,0.5,2,-0.1164355285819797
683,OLS,sw,136,256,0.5,2,-0.7741336634794613
684,Graph-Agnostic,sw,136,256,0.5,2,0.07984747751135723
685,diff_means_frac,sw,137,256,0.5,2,-0.622532446171962
686,diff_means,sw,137,256,0.5,2,-0.9279233688496691
687,SumIPS-Linear,sw,137,256,0.5,2,-0.5807741629499602
688,OLS,sw,137,256,0.5,2,-0.418235800277357
689,Graph-Agnostic,sw,137,256,0.5,2,-0.022852904195005398
690,diff_means_frac,sw,138,256,0.5,2,-0.6149346759460634
691,diff_means,sw,138,256,0.5,2,-0.7823792644417428
692,SumIPS-Linear,sw,138,256,0.5,2,-0.5518892772629187
693,OLS,sw,138,256,0.5,2,-0.06479083500938611
694,Graph-Agnostic,sw,138,256,0.5,2,-0.054447671819785014
695,diff_means_frac,sw,139,256,0.5,2,-0.603178111169542
696,diff_means,sw,139,256,0.5,2,-0.788488582406974
697,SumIPS-Linear,sw,139,256,0.5,2,1.180641974264797
698,OLS,sw,139,256,0.5,2,-0.16317134144442014
699,Graph-Agnostic,sw,139,256,0.5,2,-0.008183780531754397
700,diff_means_frac,sw,140,256,0.5,2,-0.34820920972407626
701,diff_means,sw,140,256,0.5,2,-0.9032167515176613
702,SumIPS-Linear,sw,140,256,0.5,2,0.9087401343063356
703,OLS,sw,140,256,0.5,2,-0.207283980839424
704,Graph-Agnostic,sw,140,256,0.5,2,0.05837316286560384
705,diff_means_frac,sw,141,256,0.5,2,-0.731645697414631
706,diff_means,sw,141,256,0.5,2,-0.9103005881714912
707,SumIPS-Linear,sw,141,256,0.5,2,0.06564109550337427
708,OLS,sw,141,256,0.5,2,0.028764432830367337
709,Graph-Agnostic,sw,141,256,0.5,2,-0.007360091631941135
710,diff_means_frac,sw,142,256,0.5,2,-0.7374221132321622
711,diff_means,sw,142,256,0.5,2,-0.8839546471919659
712,SumIPS-Linear,sw,142,256,0.5,2,0.8745983746584859
713,OLS,sw,142,256,0.5,2,-0.2550795728630077
714,Graph-Agnostic,sw,142,256,0.5,2,0.015938318020813243
715,diff_means_frac,sw,143,256,0.5,2,-0.5918488631229025
716,diff_means,sw,143,256,0.5,2,-0.7243190729654985
717,SumIPS-Linear,sw,143,256,0.5,2,1.3402837092078672
718,OLS,sw,143,256,0.5,2,-0.038012105039981814
719,Graph-Agnostic,sw,143,256,0.5,2,0.03792217403175696
720,diff_means_frac,sw,144,256,0.5,2,-0.6825619834666458
721,diff_means,sw,144,256,0.5,2,-0.964598860939358
722,SumIPS-Linear,sw,144,256,0.5,2,-0.7911886205371803
723,OLS,sw,144,256,0.5,2,-0.09369328512666161
724,Graph-Agnostic,sw,144,256,0.5,2,-0.014445416046816498
725,diff_means_frac,sw,145,256,0.5,2,-0.746804980364802
726,diff_means,sw,145,256,0.5,2,-0.9395023007715897
727,SumIPS-Linear,sw,145,256,0.5,2,-0.8159457057054802
728,OLS,sw,145,256,0.5,2,-0.1196891060984258
729,Graph-Agnostic,sw,145,256,0.5,2,-0.05493348208550085
730,diff_means_frac,sw,146,256,0.5,2,-0.6871690430523328
731,diff_means,sw,146,256,0.5,2,-0.934102684960525
732,SumIPS-Linear,sw,146,256,0.5,2,1.7548200149230981
733,OLS,sw,146,256,0.5,2,-0.26894015423452855
734,Graph-Agnostic,sw,146,256,0.5,2,0.07486013631747798
735,diff_means_frac,sw,147,256,0.5,2,-0.849857254555881
736,diff_means,sw,147,256,0.5,2,-0.8560781460902447
737,SumIPS-Linear,sw,147,256,0.5,2,-0.8875645414482889
738,OLS,sw,147,256,0.5,2,0.011585583670227467
739,Graph-Agnostic,sw,147,256,0.5,2,-0.04088690893763271
740,diff_means_frac,sw,148,256,0.5,2,-0.6974376103731988
741,diff_means,sw,148,256,0.5,2,-0.8811545891212077
742,SumIPS-Linear,sw,148,256,0.5,2,-0.19162004425536502
743,OLS,sw,148,256,0.5,2,-0.2450671145585302
744,Graph-Agnostic,sw,148,256,0.5,2,-0.0027013261818579545
745,diff_means_frac,sw,149,256,0.5,2,-0.8995411713931198
746,diff_means,sw,149,256,0.5,2,-0.7681787161044183
747,SumIPS-Linear,sw,149,256,0.5,2,1.1167906589082048
748,OLS,sw,149,256,0.5,2,-0.09396255055831447
749,Graph-Agnostic,sw,149,256,0.5,2,0.022875818879329258
750,diff_means_frac,sw,150,256,0.5,2,-0.8366340370934633
751,diff_means,sw,150,256,0.5,2,-0.8823450830694721
752,SumIPS-Linear,sw,150,256,0.5,2,-1.8370250264476868
753,OLS,sw,150,256,0.5,2,-0.5630871135092531
754,Graph-Agnostic,sw,150,256,0.5,2,-0.03776389371346908
755,diff_means_frac,sw,151,256,0.5,2,-0.8811937103846698
756,diff_means,sw,151,256,0.5,2,-1.0301303265147304
757,SumIPS-Linear,sw,151,256,0.5,2,-1.7677397008760836
758,OLS,sw,151,256,0.5,2,-0.4419369757881542
759,Graph-Agnostic,sw,151,256,0.5,2,-0.05446399626141847
760,diff_means_frac,sw,152,256,0.5,2,-0.8631891853747791
761,diff_means,sw,152,256,0.5,2,-0.903024945873293
762,SumIPS-Linear,sw,152,256,0.5,2,-0.04623679355328377
763,OLS,sw,152,256,0.5,2,-0.37878260788903173
764,Graph-Agnostic,sw,152,256,0.5,2,0.06355906616712144
765,diff_means_frac,sw,153,256,0.5,2,-0.8390071922146652
766,diff_means,sw,153,256,0.5,2,-0.8638636888466072
767,SumIPS-Linear,sw,153,256,0.5,2,0.40998329550541174
768,OLS,sw,153,256,0.5,2,0.04402683111899748
769,Graph-Agnostic,sw,153,256,0.5,2,-0.05844124857631417
770,diff_means_frac,sw,154,256,0.5,2,-0.7505395666620006
771,diff_means,sw,154,256,0.5,2,-1.0035956826090804
772,SumIPS-Linear,sw,154,256,0.5,2,2.105384469079543
773,OLS,sw,154,256,0.5,2,-0.2483103770312458
774,Graph-Agnostic,sw,154,256,0.5,2,0.09981943171219289
775,diff_means_frac,sw,155,256,0.5,2,-0.8672875253458147
776,diff_means,sw,155,256,0.5,2,-0.9232234719941891
777,SumIPS-Linear,sw,155,256,0.5,2,-0.967226914091937
778,OLS,sw,155,256,0.5,2,-0.3353380026826169
779,Graph-Agnostic,sw,155,256,0.5,2,-0.08343965211174176
780,diff_means_frac,sw,156,256,0.5,2,-0.6014086061454169
781,diff_means,sw,156,256,0.5,2,-0.8641768476442305
782,SumIPS-Linear,sw,156,256,0.5,2,-0.13631447050381226
783,OLS,sw,156,256,0.5,2,-0.1708645117799955
784,Graph-Agnostic,sw,156,256,0.5,2,0.012347614405354129
785,diff_means_frac,sw,157,256,0.5,2,-0.71843627946096
786,diff_means,sw,157,256,0.5,2,-0.8352078188748173
787,SumIPS-Linear,sw,157,256,0.5,2,-0.5504147475448996
788,OLS,sw,157,256,0.5,2,0.03904080079035051
789,Graph-Agnostic,sw,157,256,0.5,2,-0.0728571146123041
790,diff_means_frac,sw,158,256,0.5,2,-0.7565418408276436
791,diff_means,sw,158,256,0.5,2,-0.9519466048716285
792,SumIPS-Linear,sw,158,256,0.5,2,-0.4585091427940991
793,OLS,sw,158,256,0.5,2,0.029120700120703714
794,Graph-Agnostic,sw,158,256,0.5,2,-0.014592223873529713
795,diff_means_frac,sw,159,256,0.5,2,-0.6968410971270284
796,diff_means,sw,159,256,0.5,2,-0.9741613225921106
797,SumIPS-Linear,sw,159,256,0.5,2,1.6722066455861206
798,OLS,sw,159,256,0.5,2,-0.49413561263497535
799,Graph-Agnostic,sw,159,256,0.5,2,0.1446310804391339
800,diff_means_frac,sw,160,256,0.5,2,-0.6657207899624877
801,diff_means,sw,160,256,0.5,2,-0.8994088833557979
802,SumIPS-Linear,sw,160,256,0.5,2,0.12411786764657882
803,OLS,sw,160,256,0.5,2,-0.30693890955803255
804,Graph-Agnostic,sw,160,256,0.5,2,0.04328221019081782
805,diff_means_frac,sw,161,256,0.5,2,-0.6149479136021826
806,diff_means,sw,161,256,0.5,2,-0.7688265868396896
807,SumIPS-Linear,sw,161,256,0.5,2,0.698653725958973
808,OLS,sw,161,256,0.5,2,-0.1232319067732808
809,Graph-Agnostic,sw,161,256,0.5,2,0.034103963008182164
810,diff_means_frac,sw,162,256,0.5,2,-0.7340169016750347
811,diff_means,sw,162,256,0.5,2,-0.9453613538441699
812,SumIPS-Linear,sw,162,256,0.5,2,-1.882635889308523
813,OLS,sw,162,256,0.5,2,-0.14247742629819588
814,Graph-Agnostic,sw,162,256,0.5,2,-0.08615135097889519
815,diff_means_frac,sw,163,256,0.5,2,-0.7731554152427094
816,diff_means,sw,163,256,0.5,2,-0.7628673197958041
817,SumIPS-Linear,sw,163,256,0.5,2,1.8106415095724957
818,OLS,sw,163,256,0.5,2,-0.2666786560484653
819,Graph-Agnostic,sw,163,256,0.5,2,0.0842402213964275
820,diff_means_frac,sw,164,256,0.5,2,-0.8226004354574611
821,diff_means,sw,164,256,0.5,2,-0.9057693578387972
822,SumIPS-Linear,sw,164,256,0.5,2,2.4405582643593307
823,OLS,sw,164,256,0.5,2,-0.25577092493955766
824,Graph-Agnostic,sw,164,256,0.5,2,0.11816267687240165
825,diff_means_frac,sw,165,256,0.5,2,-0.6686337359687398
826,diff_means,sw,165,256,0.5,2,-0.9340225762330521
827,SumIPS-Linear,sw,165,256,0.5,2,0.06553078756262265
828,OLS,sw,165,256,0.5,2,0.0054007689787591556
829,Graph-Agnostic,sw,165,256,0.5,2,0.047185824269139594
830,diff_means_frac,sw,166,256,0.5,2,-0.7175533515120597
831,diff_means,sw,166,256,0.5,2,-0.829957739898115
832,SumIPS-Linear,sw,166,256,0.5,2,-0.6585469109673887
833,OLS,sw,166,256,0.5,2,-0.06916234259096929
834,Graph-Agnostic,sw,166,256,0.5,2,-0.025218574789520234
835,diff_means_frac,sw,167,256,0.5,2,-0.6920774305488446
836,diff_means,sw,167,256,0.5,2,-0.9221331302852549
837,SumIPS-Linear,sw,167,256,0.5,2,0.5039166106322324
838,OLS,sw,167,256,0.5,2,-0.2012893987379548
839,Graph-Agnostic,sw,167,256,0.5,2,0.060159109327238905
840,diff_means_frac,sw,168,256,0.5,2,-0.8122921400436002
841,diff_means,sw,168,256,0.5,2,-0.8055393971630598
842,SumIPS-Linear,sw,168,256,0.5,2,-1.007074521259609
843,OLS,sw,168,256,0.5,2,0.005437468823698028
844,Graph-Agnostic,sw,168,256,0.5,2,-0.07514791483224358
845,diff_means_frac,sw,169,256,0.5,2,-0.7338757671299644
846,diff_means,sw,169,256,0.5,2,-0.9146449495272838
847,SumIPS-Linear,sw,169,256,0.5,2,-0.8144148060813833
848,OLS,sw,169,256,0.5,2,-0.417397367984347
849,Graph-Agnostic,sw,169,256,0.5,2,-0.029391618626175422
850,diff_means_frac,sw,170,256,0.5,2,-0.5467937262902214
851,diff_means,sw,170,256,0.5,2,-1.0074385590889559
852,SumIPS-Linear,sw,170,256,0.5,2,-0.07797487064964521
853,OLS,sw,170,256,0.5,2,-0.21430433758501535
854,Graph-Agnostic,sw,170,256,0.5,2,0.08648380266057389
855,diff_means_frac,sw,171,256,0.5,2,-0.8755196482241303
856,diff_means,sw,171,256,0.5,2,-0.9254295886334223
857,SumIPS-Linear,sw,171,256,0.5,2,0.906348839688268
858,OLS,sw,171,256,0.5,2,-0.40997538381698534
