,Estimator,rep,n,p,ratio,Bias
2603,Diff-Means-Frac,21,12000,0.05,1.3333333333333333,-0.7207925321391284
2604,Graph-Agnostic,22,12000,0.05,1.3333333333333333,-0.033078091777171865
2605,Graph-Aware,22,12000,0.05,1.3333333333333333,-0.03446214748397977
2606,Graph-Agnostic-VR,22,12000,0.05,1.3333333333333333,0.008961991189037963
2607,OLS-Prop,22,12000,0.05,1.3333333333333333,-0.24861801683908089
2608,OLS-Num,22,12000,0.05,1.3333333333333333,0.3101368599231761
2609,Diff-Means-Stnd,22,12000,0.05,1.3333333333333333,-0.5622733979158016
2610,Diff-Means-Frac,22,12000,0.05,1.3333333333333333,-0.7091934765470195
2611,Graph-Agnostic,23,12000,0.05,1.3333333333333333,-0.09947359147714506
2612,Graph-Aware,23,12000,0.05,1.3333333333333333,-0.08205788464353889
2613,Graph-Agnostic-VR,23,12000,0.05,1.3333333333333333,0.002441271082955356
2614,OLS-Prop,23,12000,0.05,1.3333333333333333,-0.24603068973184428
2615,OLS-Num,23,12000,0.05,1.3333333333333333,0.2705501853123003
2616,Diff-Means-Stnd,23,12000,0.05,1.3333333333333333,-0.567627669597436
2617,Diff-Means-Frac,23,12000,0.05,1.3333333333333333,-0.7073919076838611
2618,Graph-Agnostic,24,12000,0.05,1.3333333333333333,-0.07100192751874503
2619,Graph-Aware,24,12000,0.05,1.3333333333333333,-0.07313750472542355
2620,Graph-Agnostic-VR,24,12000,0.05,1.3333333333333333,-0.006419173816839619
2621,OLS-Prop,24,12000,0.05,1.3333333333333333,-0.26374170148134973
2622,OLS-Num,24,12000,0.05,1.3333333333333333,0.33651509343979885
2623,Diff-Means-Stnd,24,12000,0.05,1.3333333333333333,-0.5733282851568088
2624,Diff-Means-Frac,24,12000,0.05,1.3333333333333333,-0.7187733455060261
2625,Graph-Agnostic,25,12000,0.05,1.3333333333333333,-0.02535586202617568
2626,Graph-Aware,25,12000,0.05,1.3333333333333333,-0.030197584574603354
2627,Graph-Agnostic-VR,25,12000,0.05,1.3333333333333333,-0.015510971743611867
2628,OLS-Prop,25,12000,0.05,1.3333333333333333,-0.25435291495677703
2629,OLS-Num,25,12000,0.05,1.3333333333333333,0.2848310930845531
2630,Diff-Means-Stnd,25,12000,0.05,1.3333333333333333,-0.5681278559495819
2631,Diff-Means-Frac,25,12000,0.05,1.3333333333333333,-0.711620477562282
2632,Graph-Agnostic,26,12000,0.05,1.3333333333333333,0.005253297708654985
2633,Graph-Aware,26,12000,0.05,1.3333333333333333,0.012780416156194071
2634,Graph-Agnostic-VR,26,12000,0.05,1.3333333333333333,-0.022444118921891465
2635,OLS-Prop,26,12000,0.05,1.3333333333333333,-0.28456548218779626
2636,OLS-Num,26,12000,0.05,1.3333333333333333,0.2710039415210584
2637,Diff-Means-Stnd,26,12000,0.05,1.3333333333333333,-0.5826756467780271
2638,Diff-Means-Frac,26,12000,0.05,1.3333333333333333,-0.7236623650574029
2639,Graph-Agnostic,27,12000,0.05,1.3333333333333333,0.04277297307498509
2640,Graph-Aware,27,12000,0.05,1.3333333333333333,0.023042778482262674
2641,Graph-Agnostic-VR,27,12000,0.05,1.3333333333333333,-0.019335761998446676
2642,OLS-Prop,27,12000,0.05,1.3333333333333333,-0.271271692312378
2643,OLS-Num,27,12000,0.05,1.3333333333333333,0.17991213414294688
2644,Diff-Means-Stnd,27,12000,0.05,1.3333333333333333,-0.5799453105596888
2645,Diff-Means-Frac,27,12000,0.05,1.3333333333333333,-0.7240429955746804
2646,Graph-Agnostic,28,12000,0.05,1.3333333333333333,-0.10678209726274127
2647,Graph-Aware,28,12000,0.05,1.3333333333333333,-0.10280146345620982
2648,Graph-Agnostic-VR,28,12000,0.05,1.3333333333333333,-0.02558046974117227
2649,OLS-Prop,28,12000,0.05,1.3333333333333333,-0.24799705649319592
2650,OLS-Num,28,12000,0.05,1.3333333333333333,0.270228184937129
2651,Diff-Means-Stnd,28,12000,0.05,1.3333333333333333,-0.5464140825865577
2652,Diff-Means-Frac,28,12000,0.05,1.3333333333333333,-0.7179651545140143
2653,Graph-Agnostic,29,12000,0.05,1.3333333333333333,-0.028786073998888575
2654,Graph-Aware,29,12000,0.05,1.3333333333333333,-0.014089780819044015
2655,Graph-Agnostic-VR,29,12000,0.05,1.3333333333333333,-0.0072770773412830165
2656,OLS-Prop,29,12000,0.05,1.3333333333333333,-0.264889715511838
2657,OLS-Num,29,12000,0.05,1.3333333333333333,0.24904173932579113
2658,Diff-Means-Stnd,29,12000,0.05,1.3333333333333333,-0.5887701861098219
2659,Diff-Means-Frac,29,12000,0.05,1.3333333333333333,-0.7123828437693952
2660,Graph-Agnostic,30,12000,0.05,1.3333333333333333,0.11668930303670537
2661,Graph-Aware,30,12000,0.05,1.3333333333333333,0.09297936635349995
2662,Graph-Agnostic-VR,30,12000,0.05,1.3333333333333333,2.027137615394759e-05
2663,OLS-Prop,30,12000,0.05,1.3333333333333333,-0.2507297120952757
2664,OLS-Num,30,12000,0.05,1.3333333333333333,0.35987698369401905
2665,Diff-Means-Stnd,30,12000,0.05,1.3333333333333333,-0.581783587668225
2666,Diff-Means-Frac,30,12000,0.05,1.3333333333333333,-0.7161450679353205
2667,Graph-Agnostic,31,12000,0.05,1.3333333333333333,-0.041524834549026925
2668,Graph-Aware,31,12000,0.05,1.3333333333333333,-0.04328535949115354
2669,Graph-Agnostic-VR,31,12000,0.05,1.3333333333333333,-0.01188127273095576
2670,OLS-Prop,31,12000,0.05,1.3333333333333333,-0.2623415513219717
2671,OLS-Num,31,12000,0.05,1.3333333333333333,0.27607420325545107
2672,Diff-Means-Stnd,31,12000,0.05,1.3333333333333333,-0.5814259736188218
2673,Diff-Means-Frac,31,12000,0.05,1.3333333333333333,-0.7143523624482412
2674,Graph-Agnostic,32,12000,0.05,1.3333333333333333,0.0452397622306811
2675,Graph-Aware,32,12000,0.05,1.3333333333333333,0.04691708026604503
2676,Graph-Agnostic-VR,32,12000,0.05,1.3333333333333333,0.01974610949334734
2677,OLS-Prop,32,12000,0.05,1.3333333333333333,-0.25999030360005965
2678,OLS-Num,32,12000,0.05,1.3333333333333333,0.2712576715166978
2679,Diff-Means-Stnd,32,12000,0.05,1.3333333333333333,-0.5860424722303174
2680,Diff-Means-Frac,32,12000,0.05,1.3333333333333333,-0.7100670603255341
2681,Graph-Agnostic,33,12000,0.05,1.3333333333333333,0.03933397231381052
2682,Graph-Aware,33,12000,0.05,1.3333333333333333,0.03177354345932345
2683,Graph-Agnostic-VR,33,12000,0.05,1.3333333333333333,0.0009636972524659327
2684,OLS-Prop,33,12000,0.05,1.3333333333333333,-0.25310735890508507
2685,OLS-Num,33,12000,0.05,1.3333333333333333,0.18832452488349272
2686,Diff-Means-Stnd,33,12000,0.05,1.3333333333333333,-0.5745324778966114
2687,Diff-Means-Frac,33,12000,0.05,1.3333333333333333,-0.7120227632737373
2688,Graph-Agnostic,34,12000,0.05,1.3333333333333333,-0.04150453555305608
2689,Graph-Aware,34,12000,0.05,1.3333333333333333,-0.03504271942095824
2690,Graph-Agnostic-VR,34,12000,0.05,1.3333333333333333,-0.005022009224625785
2691,OLS-Prop,34,12000,0.05,1.3333333333333333,-0.26570123288496267
2692,OLS-Num,34,12000,0.05,1.3333333333333333,0.30417328603186455
2693,Diff-Means-Stnd,34,12000,0.05,1.3333333333333333,-0.5703575540039771
2694,Diff-Means-Frac,34,12000,0.05,1.3333333333333333,-0.7179825093919028
2695,Graph-Agnostic,35,12000,0.05,1.3333333333333333,0.00046115565498131174
2696,Graph-Aware,35,12000,0.05,1.3333333333333333,-0.010200119863354304
2697,Graph-Agnostic-VR,35,12000,0.05,1.3333333333333333,0.010566823893920402
2698,OLS-Prop,35,12000,0.05,1.3333333333333333,-0.25389242141380935
2699,OLS-Num,35,12000,0.05,1.3333333333333333,0.34298144181018997
2700,Diff-Means-Stnd,35,12000,0.05,1.3333333333333333,-0.5752123732989517
2701,Diff-Means-Frac,35,12000,0.05,1.3333333333333333,-0.7068524696084517
2702,Graph-Agnostic,36,12000,0.05,1.3333333333333333,-0.034896920523190274
2703,Graph-Aware,36,12000,0.05,1.3333333333333333,-0.04990954631656663
2704,Graph-Agnostic-VR,36,12000,0.05,1.3333333333333333,0.010579140813413268
2705,OLS-Prop,36,12000,0.05,1.3333333333333333,-0.25861167590910206
2706,OLS-Num,36,12000,0.05,1.3333333333333333,0.4557702192920707
2707,Diff-Means-Stnd,36,12000,0.05,1.3333333333333333,-0.5806439023421194
2708,Diff-Means-Frac,36,12000,0.05,1.3333333333333333,-0.7119312927640884
2709,Graph-Agnostic,37,12000,0.05,1.3333333333333333,-0.022402314994009694
2710,Graph-Aware,37,12000,0.05,1.3333333333333333,-0.016138978492359148
2711,Graph-Agnostic-VR,37,12000,0.05,1.3333333333333333,-0.012527590903040146
2712,OLS-Prop,37,12000,0.05,1.3333333333333333,-0.26552072480573174
2713,OLS-Num,37,12000,0.05,1.3333333333333333,0.2082611786666068
2714,Diff-Means-Stnd,37,12000,0.05,1.3333333333333333,-0.565078640478434
2715,Diff-Means-Frac,37,12000,0.05,1.3333333333333333,-0.7149821917946929
2716,Graph-Agnostic,38,12000,0.05,1.3333333333333333,-0.07538339474765429
2717,Graph-Aware,38,12000,0.05,1.3333333333333333,-0.06838108917531613
2718,Graph-Agnostic-VR,38,12000,0.05,1.3333333333333333,-0.002212296490274479
2719,OLS-Prop,38,12000,0.05,1.3333333333333333,-0.25333487572599755
2720,OLS-Num,38,12000,0.05,1.3333333333333333,0.18922085419621268
2721,Diff-Means-Stnd,38,12000,0.05,1.3333333333333333,-0.5620689652595846
2722,Diff-Means-Frac,38,12000,0.05,1.3333333333333333,-0.7054603519773889
2723,Graph-Agnostic,39,12000,0.05,1.3333333333333333,-0.086921951767761
2724,Graph-Aware,39,12000,0.05,1.3333333333333333,-0.08384233768055899
2725,Graph-Agnostic-VR,39,12000,0.05,1.3333333333333333,-0.01110680696869436
2726,OLS-Prop,39,12000,0.05,1.3333333333333333,-0.269832584759113
2727,OLS-Num,39,12000,0.05,1.3333333333333333,0.17389555523956926
2728,Diff-Means-Stnd,39,12000,0.05,1.3333333333333333,-0.5699835980812008
2729,Diff-Means-Frac,39,12000,0.05,1.3333333333333333,-0.7128264807331519
2730,Graph-Agnostic,40,12000,0.05,1.3333333333333333,0.016161183502490153
2731,Graph-Aware,40,12000,0.05,1.3333333333333333,0.021670767811702435
2732,Graph-Agnostic-VR,40,12000,0.05,1.3333333333333333,0.01278523272673433
2733,OLS-Prop,40,12000,0.05,1.3333333333333333,-0.23283297520728527
2734,OLS-Num,40,12000,0.05,1.3333333333333333,0.28650946506561087
2735,Diff-Means-Stnd,40,12000,0.05,1.3333333333333333,-0.5442162481737696
2736,Diff-Means-Frac,40,12000,0.05,1.3333333333333333,-0.7064447539686911
2737,Graph-Agnostic,41,12000,0.05,1.3333333333333333,0.0339985654218942
2738,Graph-Aware,41,12000,0.05,1.3333333333333333,0.010547719684821995
2739,Graph-Agnostic-VR,41,12000,0.05,1.3333333333333333,-0.012103281444050241
2740,OLS-Prop,41,12000,0.05,1.3333333333333333,-0.271248186136787
2741,OLS-Num,41,12000,0.05,1.3333333333333333,0.26405258366388007
2742,Diff-Means-Stnd,41,12000,0.05,1.3333333333333333,-0.5743519726799206
2743,Diff-Means-Frac,41,12000,0.05,1.3333333333333333,-0.717290191206316
2744,Graph-Agnostic,42,12000,0.05,1.3333333333333333,0.08426488435460161
2745,Graph-Aware,42,12000,0.05,1.3333333333333333,0.07934484444965784
2746,Graph-Agnostic-VR,42,12000,0.05,1.3333333333333333,0.008618497074047986
2747,OLS-Prop,42,12000,0.05,1.3333333333333333,-0.23938691829179973
2748,OLS-Num,42,12000,0.05,1.3333333333333333,0.32008817278542556
2749,Diff-Means-Stnd,42,12000,0.05,1.3333333333333333,-0.5657405000052638
2750,Diff-Means-Frac,42,12000,0.05,1.3333333333333333,-0.7182444661815056
2751,Graph-Agnostic,43,12000,0.05,1.3333333333333333,-0.029315895084221253
2752,Graph-Aware,43,12000,0.05,1.3333333333333333,-0.0207846419610335
2753,Graph-Agnostic-VR,43,12000,0.05,1.3333333333333333,-0.021158885799214797
2754,OLS-Prop,43,12000,0.05,1.3333333333333333,-0.28039973435639076
2755,OLS-Num,43,12000,0.05,1.3333333333333333,0.34146501350552916
2756,Diff-Means-Stnd,43,12000,0.05,1.3333333333333333,-0.5876740964515182
2757,Diff-Means-Frac,43,12000,0.05,1.3333333333333333,-0.7180237011968169
2758,Graph-Agnostic,44,12000,0.05,1.3333333333333333,0.0039555624400271945
2759,Graph-Aware,44,12000,0.05,1.3333333333333333,0.006141451132417482
2760,Graph-Agnostic-VR,44,12000,0.05,1.3333333333333333,0.03678715570398671
2761,OLS-Prop,44,12000,0.05,1.3333333333333333,-0.2341663673031556
2762,OLS-Num,44,12000,0.05,1.3333333333333333,0.336704224915639
2763,Diff-Means-Stnd,44,12000,0.05,1.3333333333333333,-0.5725682012823617
2764,Diff-Means-Frac,44,12000,0.05,1.3333333333333333,-0.7013728015859884
2765,Graph-Agnostic,45,12000,0.05,1.3333333333333333,0.012434482688974294
2766,Graph-Aware,45,12000,0.05,1.3333333333333333,0.01394183640370998
2767,Graph-Agnostic-VR,45,12000,0.05,1.3333333333333333,-0.000887023662196542
2768,OLS-Prop,45,12000,0.05,1.3333333333333333,-0.2596160258337356
2769,OLS-Num,45,12000,0.05,1.3333333333333333,0.23876578419475558
2770,Diff-Means-Stnd,45,12000,0.05,1.3333333333333333,-0.5722552270074583
2771,Diff-Means-Frac,45,12000,0.05,1.3333333333333333,-0.7182829880898459
2772,Graph-Agnostic,46,12000,0.05,1.3333333333333333,0.016784913131737876
2773,Graph-Aware,46,12000,0.05,1.3333333333333333,0.008328597018809576
2774,Graph-Agnostic-VR,46,12000,0.05,1.3333333333333333,-0.01759911774711329
2775,OLS-Prop,46,12000,0.05,1.3333333333333333,-0.268565641570738
2776,OLS-Num,46,12000,0.05,1.3333333333333333,0.2106608071838388
2777,Diff-Means-Stnd,46,12000,0.05,1.3333333333333333,-0.5875675636013747
2778,Diff-Means-Frac,46,12000,0.05,1.3333333333333333,-0.7200125868118561
2779,Graph-Agnostic,47,12000,0.05,1.3333333333333333,0.0008266361506844431
2780,Graph-Aware,47,12000,0.05,1.3333333333333333,-0.0026992875434480824
2781,Graph-Agnostic-VR,47,12000,0.05,1.3333333333333333,-0.023583769609088447
2782,OLS-Prop,47,12000,0.05,1.3333333333333333,-0.27262745834090985
2783,OLS-Num,47,12000,0.05,1.3333333333333333,0.2656403914595389
2784,Diff-Means-Stnd,47,12000,0.05,1.3333333333333333,-0.59504937363265
2785,Diff-Means-Frac,47,12000,0.05,1.3333333333333333,-0.7200509823695077
2786,Graph-Agnostic,48,12000,0.05,1.3333333333333333,-0.05870764366325138
2787,Graph-Aware,48,12000,0.05,1.3333333333333333,-0.054472362353734906
2788,Graph-Agnostic-VR,48,12000,0.05,1.3333333333333333,-0.03291881198279261
2789,OLS-Prop,48,12000,0.05,1.3333333333333333,-0.3143152914748162
2790,OLS-Num,48,12000,0.05,1.3333333333333333,0.2804400870811471
2791,Diff-Means-Stnd,48,12000,0.05,1.3333333333333333,-0.5875372243843926
2792,Diff-Means-Frac,48,12000,0.05,1.3333333333333333,-0.7330152313165125
2793,Graph-Agnostic,49,12000,0.05,1.3333333333333333,0.027573411482057594
2794,Graph-Aware,49,12000,0.05,1.3333333333333333,0.012880213366294198
2795,Graph-Agnostic-VR,49,12000,0.05,1.3333333333333333,-0.0007389839720671492
2796,OLS-Prop,49,12000,0.05,1.3333333333333333,-0.266509069108584
2797,OLS-Num,49,12000,0.05,1.3333333333333333,0.2748340985674991
2798,Diff-Means-Stnd,49,12000,0.05,1.3333333333333333,-0.5716389516949377
2799,Diff-Means-Frac,49,12000,0.05,1.3333333333333333,-0.714084682593172
2800,Graph-Agnostic,0,14000,0.05,1.3333333333333333,-0.016840301300769325
2801,Graph-Aware,0,14000,0.05,1.3333333333333333,-0.015436702125506588
2802,Graph-Agnostic-VR,0,14000,0.05,1.3333333333333333,0.016560988315304972
2803,OLS-Prop,0,14000,0.05,1.3333333333333333,-0.245311493201339
2804,OLS-Num,0,14000,0.05,1.3333333333333333,0.1662960840566635
2805,Diff-Means-Stnd,0,14000,0.05,1.3333333333333333,-0.5620751864266506
2806,Diff-Means-Frac,0,14000,0.05,1.3333333333333333,-0.7070026169578254
2807,Graph-Agnostic,1,14000,0.05,1.3333333333333333,0.0025371944929410595
2808,Graph-Aware,1,14000,0.05,1.3333333333333333,-0.0075910760993104206
2809,Graph-Agnostic-VR,1,14000,0.05,1.3333333333333333,0.014127219862801573
2810,OLS-Prop,1,14000,0.05,1.3333333333333333,-0.2327815245406232
2811,OLS-Num,1,14000,0.05,1.3333333333333333,0.2014599023759398
2812,Diff-Means-Stnd,1,14000,0.05,1.3333333333333333,-0.556278444340018
2813,Diff-Means-Frac,1,14000,0.05,1.3333333333333333,-0.7054700544789044
2814,Graph-Agnostic,2,14000,0.05,1.3333333333333333,0.033442217616253475
2815,Graph-Aware,2,14000,0.05,1.3333333333333333,0.022413044436424733
2816,Graph-Agnostic-VR,2,14000,0.05,1.3333333333333333,-0.0049387175634423115
2817,OLS-Prop,2,14000,0.05,1.3333333333333333,-0.2721754397637866
2818,OLS-Num,2,14000,0.05,1.3333333333333333,0.16176317190480335
2819,Diff-Means-Stnd,2,14000,0.05,1.3333333333333333,-0.591404781159777
2820,Diff-Means-Frac,2,14000,0.05,1.3333333333333333,-0.7204484759085017
2821,Graph-Agnostic,3,14000,0.05,1.3333333333333333,0.032252961587773944
2822,Graph-Aware,3,14000,0.05,1.3333333333333333,0.025089402607686648
2823,Graph-Agnostic-VR,3,14000,0.05,1.3333333333333333,0.0007992702374539255
2824,OLS-Prop,3,14000,0.05,1.3333333333333333,-0.2456164533907974
2825,OLS-Num,3,14000,0.05,1.3333333333333333,0.13944366576461234
2826,Diff-Means-Stnd,3,14000,0.05,1.3333333333333333,-0.5674864151235188
2827,Diff-Means-Frac,3,14000,0.05,1.3333333333333333,-0.7085320934205355
2828,Graph-Agnostic,4,14000,0.05,1.3333333333333333,-0.05350757501159875
2829,Graph-Aware,4,14000,0.05,1.3333333333333333,-0.048416210763442484
2830,Graph-Agnostic-VR,4,14000,0.05,1.3333333333333333,0.0023369099725882806
2831,OLS-Prop,4,14000,0.05,1.3333333333333333,-0.2468639759350202
2832,OLS-Num,4,14000,0.05,1.3333333333333333,0.11877447314610684
2833,Diff-Means-Stnd,4,14000,0.05,1.3333333333333333,-0.5720654497920261
2834,Diff-Means-Frac,4,14000,0.05,1.3333333333333333,-0.7009590452742636
2835,Graph-Agnostic,5,14000,0.05,1.3333333333333333,-0.006486109253689119
2836,Graph-Aware,5,14000,0.05,1.3333333333333333,-0.0034146404771971998
2837,Graph-Agnostic-VR,5,14000,0.05,1.3333333333333333,-0.0022098658214955726
2838,OLS-Prop,5,14000,0.05,1.3333333333333333,-0.2673273563705687
2839,OLS-Num,5,14000,0.05,1.3333333333333333,0.18053984991493538
2840,Diff-Means-Stnd,5,14000,0.05,1.3333333333333333,-0.5778320028813702
2841,Diff-Means-Frac,5,14000,0.05,1.3333333333333333,-0.7161200055320432
2842,Graph-Agnostic,6,14000,0.05,1.3333333333333333,-0.020235965986754277
2843,Graph-Aware,6,14000,0.05,1.3333333333333333,-0.009905141657510944
2844,Graph-Agnostic-VR,6,14000,0.05,1.3333333333333333,-0.01883430070204291
2845,OLS-Prop,6,14000,0.05,1.3333333333333333,-0.2808679029373515
2846,OLS-Num,6,14000,0.05,1.3333333333333333,0.12031824200366528
2847,Diff-Means-Stnd,6,14000,0.05,1.3333333333333333,-0.5818573772481358
2848,Diff-Means-Frac,6,14000,0.05,1.3333333333333333,-0.72037253239613
2849,Graph-Agnostic,7,14000,0.05,1.3333333333333333,-0.018321859390722665
2850,Graph-Aware,7,14000,0.05,1.3333333333333333,-0.020344053139697046
2851,Graph-Agnostic-VR,7,14000,0.05,1.3333333333333333,-0.009834728492083453
2852,OLS-Prop,7,14000,0.05,1.3333333333333333,-0.26481285998142945
2853,OLS-Num,7,14000,0.05,1.3333333333333333,0.1448414434444074
2854,Diff-Means-Stnd,7,14000,0.05,1.3333333333333333,-0.556572033136727
2855,Diff-Means-Frac,7,14000,0.05,1.3333333333333333,-0.722480064255996
2856,Graph-Agnostic,8,14000,0.05,1.3333333333333333,0.026895037948797117
2857,Graph-Aware,8,14000,0.05,1.3333333333333333,0.03133962554248661
2858,Graph-Agnostic-VR,8,14000,0.05,1.3333333333333333,-0.001629824216447276
2859,OLS-Prop,8,14000,0.05,1.3333333333333333,-0.25612297736470135
2860,OLS-Num,8,14000,0.05,1.3333333333333333,0.15883134102823843
2861,Diff-Means-Stnd,8,14000,0.05,1.3333333333333333,-0.5712356354475472
2862,Diff-Means-Frac,8,14000,0.05,1.3333333333333333,-0.717298128899654
2863,Graph-Agnostic,9,14000,0.05,1.3333333333333333,0.042931044742445516
2864,Graph-Aware,9,14000,0.05,1.3333333333333333,0.04829377514849909
2865,Graph-Agnostic-VR,9,14000,0.05,1.3333333333333333,0.005580897134589444
2866,OLS-Prop,9,14000,0.05,1.3333333333333333,-0.23646534765151758
2867,OLS-Num,9,14000,0.05,1.3333333333333333,0.14146441230270754
2868,Diff-Means-Stnd,9,14000,0.05,1.3333333333333333,-0.564111928127707
2869,Diff-Means-Frac,9,14000,0.05,1.3333333333333333,-0.7129025603686009
2870,Graph-Agnostic,10,14000,0.05,1.3333333333333333,0.02925305221545462
2871,Graph-Aware,10,14000,0.05,1.3333333333333333,0.03341364929904246
2872,Graph-Agnostic-VR,10,14000,0.05,1.3333333333333333,-0.004865833493345018
2873,OLS-Prop,10,14000,0.05,1.3333333333333333,-0.26674677536384617
2874,OLS-Num,10,14000,0.05,1.3333333333333333,0.13662820313289348
2875,Diff-Means-Stnd,10,14000,0.05,1.3333333333333333,-0.5693642644259415
2876,Diff-Means-Frac,10,14000,0.05,1.3333333333333333,-0.7251029041225473
2877,Graph-Agnostic,11,14000,0.05,1.3333333333333333,0.019748021899754258
2878,Graph-Aware,11,14000,0.05,1.3333333333333333,0.021550424958484245
2879,Graph-Agnostic-VR,11,14000,0.05,1.3333333333333333,0.013953999048051047
2880,OLS-Prop,11,14000,0.05,1.3333333333333333,-0.26201971715342603
2881,OLS-Num,11,14000,0.05,1.3333333333333333,0.14348989251795022
2882,Diff-Means-Stnd,11,14000,0.05,1.3333333333333333,-0.5715243507871441
2883,Diff-Means-Frac,11,14000,0.05,1.3333333333333333,-0.7108287339473948
2884,Graph-Agnostic,12,14000,0.05,1.3333333333333333,-0.00040324454201457166
2885,Graph-Aware,12,14000,0.05,1.3333333333333333,-0.007560222402957103
2886,Graph-Agnostic-VR,12,14000,0.05,1.3333333333333333,0.014083664957376438
